tripid,haulno,gear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,haulwindspeed,haulwindbeaufort,haulwinddirectiion,haulwindcompass,towduration,towcorrection,BAIT_TYPE,CETACEAN_MITIGATION_DEVICES,CHAIN_MAT,COD_END_MESH_MM,COD_END_TWINE_CONSTRUCTION,COD_END_TWINE_DIA_MM,COMBINED_BEAM_LENGTH_M,COMBINED_FISHING_LINE_LENGTHM,CONDITION_OF_NET,DOOR_SPREAD_ESTM,ENTRANCE_SIZE_MM,ESTIMATED_DOOR_SPREAD_M,FOOTROPE_LENGTH_M,GILLNET_TWINE_CONSTRUCTION,GILLNET_TWINE_DIAMETER_MM,HANGING_RATIO,HANGING_RATIO_3,HEADROPE_LENGTH_M,HOOK_SIZE,INDIVIDUAL_BEAM_LENGTH_M,INNER_MESH_SIZE_MM,INNER_TWINE_DIAMETER,LENGTH_OF_FISHING_LINE_M,LENGTH_OF_STRING_M,LENGTH_OF_TIER_OR_FLEET_M,MESH_SIZE_IN_DIAMOND_PANEL_MM,MESH_SIZE_IN_SQUARE_MESH_PANEL_MM,MESH_SIZE_MM,MESHES_DEEP_INNER_ONLY_NET,MESHES_DEEP_OUTER_NET,NUMBER_OF_HOOKS_IN_STRING,NUMBER_OF_LINES,NUMBER_OF_NETS_IN_TIER,NUMBER_OF_POTS_IN_STRING,NUMBER_OF_TEETH_ON_A_SINGLE_DREDGE,NUMBER_OF_TICKLER_CHAINS,OUTER_MESH_SIZE_MM,OUTER_TWINE_DIAMETER,RING_DIAMETER_MM,SELECTIVITY,SELECTIVITY_DEVICE,SPREAD_BETWEEN_VESSELS_ESTM,SQUARE_MESH_SIZE_MM,TOTAL_NUMBER_OF_DREDGES_USED,VEIL_MESH_SIZE_MM,WIDTH_OD_INDIVIDUAL_DREDGE_M,WIDTH_OF_INDIVIDUAL_DREDGE_M,CHECK
NN423GN,2,53,Tangle net,10/06/2023,08:30:00,61,49,54,-5,-21,13/06/2023,2,08:30:00,62,49,54,-5,-21,VIIE,28E4,NULL,01-Feb,NULL,N  ,4320,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,500,MONOFILAMENT,0.7,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,305,8.5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423GN,3,53,Tangle net,10/06/2023,09:15:00,61,49,54,-5,-20,13/06/2023,2,09:15:00,61,49,54,-5,-20,VIIE,28E4,NULL,01-Feb,NULL,N  ,4320,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,500,MONOFILAMENT,0.7,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,305,8.5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423GN,4,53,Tangle net,10/06/2023,09:45:00,61,49,54,-5,-19,13/06/2023,2,09:45:00,61,49,54,-5,-20,VIIE,28E4,NULL,01-Feb,NULL,N  ,4320,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,500,MONOFILAMENT,0.7,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,356,8.5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423GN,5,53,Tangle net,10/06/2023,10:30:00,61,49,54,-5,-19,13/06/2023,2,10:30:00,61,49,54,-5,-19,VIIE,28E4,NULL,01-Feb,NULL,N  ,4320,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,500,MONOFILAMENT,0.7,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,356,8.5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423GN,6,53,Tangle net,10/06/2023,11:30:00,67,49,54,-5,-18,13/06/2023,2,11:30:00,67,49,54,-5,-18,VIIE,28E4,NULL,01-Feb,NULL,N  ,4320,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL WEAR AND TEAR,NULL,NULL,NULL,500,MONOFILAMENT,0.7,0.6,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,406,8.5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423OT,1,7,Otter trawl (unspecified),17/05/2023,05:50:00,62,50,0,-5,-36,17/05/2023,2,10:50:00,62,50,0,-5,-53,VIIE,29E4,NULL,01-Feb,NULL,N  ,300,NULL,NULL,NULL,NULL,100,Single Braided,5,NULL,NULL,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN423OT,2,7,Otter trawl (unspecified),17/05/2023,11:20:00,62,50,0,-5,-53,17/05/2023,2,17:15:00,64,50,0,-5,-37,VIIE,29E4,NULL,01-Feb,NULL,N  ,355,30,NULL,NULL,NULL,100,Single Braided,5,NULL,NULL,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,1,1,Beam trawl,30/04/2019,21:30:00,88,50,32,-6,-11,01/05/2019,2,00:20:00,86,50,32,-6,-5,VIIG,30E3,NULL,01-Feb,NULL,NW ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,2,1,Beam trawl,01/05/2019,00:40:00,86,50,31,-6,-4,01/05/2019,2,03:25:00,92,50,33,-6,-12,VIIG,30E3,NULL,01-Feb,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,4,1,Beam trawl,01/05/2019,06:50:00,92,50,32,-6,-12,01/05/2019,2,09:40:00,88,50,31,-6,-14,VIIG,30E3,NULL,2,NULL,N  ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,5,1,Beam trawl,01/05/2019,10:05:00,88,50,31,-6,-14,01/05/2019,2,12:50:00,87,50,28,-6,-11,VIIG,29E3,NULL,3,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,7,1,Beam trawl,01/05/2019,16:25:00,88,50,32,-6,-9,01/05/2019,2,18:55:00,88,50,33,-6,-15,VIIG,30E3,NULL,3,NULL,NW ,150,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,8,1,Beam trawl,01/05/2019,19:40:00,88,50,33,-6,-14,01/05/2019,2,22:25:00,88,50,30,-6,-13,VIIG,30E3,NULL,3,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,10,1,Beam trawl,02/05/2019,01:50:00,88,50,30,-6,-8,02/05/2019,2,04:35:00,92,50,33,-6,-14,VIIG,30E3,NULL,03-Apr,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,11,1,Beam trawl,02/05/2019,05:00:00,92,50,34,-6,-12,02/05/2019,2,07:45:00,88,50,28,-6,-9,VIIG,29E3,NULL,03-Apr,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,14,1,Beam trawl,02/05/2019,14:05:00,84,50,29,-6,-5,02/05/2019,2,16:55:00,90,50,28,-6,-11,VIIF,29E3,NULL,03-Apr,NULL,NW ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,15,1,Beam trawl,02/05/2019,17:15:00,88,50,28,-6,-10,02/05/2019,2,20:00:00,90,50,33,-6,-12,VIIF,30E3,NULL,03-Apr,NULL,WNW,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,17,1,Beam trawl,02/05/2019,23:20:00,88,50,30,-6,-14,03/05/2019,2,02:05:00,86,50,33,-6,-7,VIIG,30E3,NULL,01-Feb,NULL,W  ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,19,1,Beam trawl,03/05/2019,05:20:00,90,50,29,-6,-7,03/05/2019,2,08:05:00,86,50,28,-6,-6,VIIF,29E3,NULL,01-Feb,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,20,1,Beam trawl,03/05/2019,09:00:00,88,50,27,-6,-7,03/05/2019,2,11:45:00,88,50,31,-6,-6,VIIF,30E3,NULL,1,NULL,NW ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,22,1,Beam trawl,03/05/2019,15:05:00,88,50,38,-6,-4,03/05/2019,2,17:50:00,92,50,46,-6,-7,VIIG,30E3,NULL,01-Feb,NULL,N  ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,24,1,Beam trawl,03/05/2019,21:15:00,86,50,33,-6,-8,04/05/2019,2,00:05:00,88,50,27,-6,-16,VIIG,29E3,NULL,2,NULL,NW ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,26,1,Beam trawl,04/05/2019,03:25:00,90,50,27,-6,-12,04/05/2019,2,06:10:00,90,50,35,-6,-8,VIIF,30E3,NULL,03-Apr,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,27,1,Beam trawl,04/05/2019,06:45:00,90,50,34,-6,-9,04/05/2019,2,09:30:00,88,50,27,-6,-14,VIIG,29E3,NULL,04-May,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,30,1,Beam trawl,04/05/2019,16:00:00,93,50,28,-6,-19,04/05/2019,2,18:45:00,88,50,31,-6,-6,VIIF,30E3,NULL,05-Jun,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,31,1,Beam trawl,04/05/2019,19:00:00,88,50,32,-6,-6,04/05/2019,2,21:45:00,88,50,28,-6,-6,VIIG,29E3,NULL,5,NULL,NNE,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,33,1,Beam trawl,05/05/2019,01:15:00,84,50,27,-6,-9,05/05/2019,2,04:00:00,88,50,33,-6,-5,VIIF,30E3,NULL,2,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,34,1,Beam trawl,05/05/2019,04:25:00,88,50,35,-6,-4,05/05/2019,2,07:10:00,86,50,37,-5,-58,VIIG,30E4,NULL,01-Feb,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,37,1,Beam trawl,05/05/2019,13:55:00,95,50,30,-6,-33,05/05/2019,2,16:40:00,93,50,33,-6,-17,VIIG,30E3,NULL,2,NULL,ENE,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,38,1,Beam trawl,05/05/2019,17:10:00,93,50,33,-6,-15,05/05/2019,2,20:00:00,86,50,38,-5,-58,VIIG,30E4,NULL,01-Feb,NULL,NE ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,39,1,Beam trawl,05/05/2019,20:15:00,84,50,38,-5,-54,05/05/2019,2,23:00:00,87,50,34,-6,-10,VIIF,30E3,NULL,01-Feb,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,41,1,Beam trawl,06/05/2019,02:20:00,92,50,33,-6,-19,06/05/2019,2,05:05:00,88,50,37,-6,-3,VIIG,30E3,NULL,2,NULL,NNE,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,42,1,Beam trawl,06/05/2019,05:25:00,88,50,37,-6,-3,06/05/2019,2,08:10:00,81,50,34,-5,-50,VIIG,30E4,NULL,1,NULL,NE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,44,1,Beam trawl,06/05/2019,11:35:00,84,50,36,-6,-10,06/05/2019,2,14:20:00,86,50,27,-6,-12,VIIG,29E3,NULL,2,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,46,1,Beam trawl,06/05/2019,17:55:00,88,50,36,-6,-3,06/05/2019,2,20:40:00,82,50,40,-5,-47,VIIG,30E4,NULL,01-Feb,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,47,1,Beam trawl,06/05/2019,21:05:00,81,50,39,-5,-47,06/05/2019,2,23:50:00,84,50,36,-6,-4,VIIF,30E3,NULL,01-Feb,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,50,1,Beam trawl,07/05/2019,06:30:00,89,50,32,-6,-5,07/05/2019,2,09:15:00,86,50,36,-6,-5,VIIG,30E3,NULL,03-Apr,NULL,NNW,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,51,1,Beam trawl,07/05/2019,09:35:00,86,50,36,-6,-4,07/05/2019,2,12:20:00,82,50,30,-6,-1,VIIG,30E3,NULL,3,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,53,1,Beam trawl,07/05/2019,15:50:00,86,50,32,-6,-11,07/05/2019,2,18:35:00,87,50,38,-5,-58,VIIG,30E4,NULL,03-Apr,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,54,1,Beam trawl,07/05/2019,18:55:00,86,50,38,-5,-57,07/05/2019,2,21:45:00,77,50,36,-5,-46,VIIF,30E4,NULL,03-Apr,NULL,SE ,170,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519BT,55,1,Beam trawl,07/05/2019,22:05:00,79,50,37,-5,-47,08/05/2019,2,00:50:00,84,50,33,-6,-4,VIIF,30E3,NULL,04-May,NULL,SE ,165,NULL,NULL,NULL,Yes,80,Double Braided,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519GN,1,53,Tangle net,29/04/2019,07:00:00,29,50,2,-5,-37,01/05/2019,2,06:45:00,29,50,2,-5,-37,VIIF,29E4,NULL,2,NULL,SW ,2865,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NEW,NULL,NULL,NULL,660,MONOFILAMENT,0.9,0.5,NULL,660,NULL,NULL,NULL,NULL,NULL,NULL,660,NULL,NULL,355,5.5,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519GN,2,53,Tangle net,29/04/2019,07:25:00,31,50,2,-5,-38,01/05/2019,2,08:50:00,31,50,2,-5,-38,VIIF,29E4,NULL,2,NULL,SW ,2965,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NEW,NULL,NULL,NULL,660,MONOFILAMENT,0.9,0.5,NULL,660,NULL,NULL,NULL,NULL,NULL,NULL,660,NULL,NULL,355,5.5,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519GN,3,53,Tangle net,29/04/2019,07:40:00,17,50,2,-5,-39,01/05/2019,2,10:45:00,17,50,2,-5,-39,VIIF,29E4,NULL,2,NULL,SW ,3065,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NEW,NULL,NULL,NULL,660,MONOFILAMENT,0.9,0.5,NULL,660,NULL,NULL,NULL,NULL,NULL,NULL,660,NULL,NULL,355,5.5,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN519GN,4,53,Tangle net,29/04/2019,08:00:00,19,50,2,-5,-40,01/05/2019,2,13:15:00,19,50,2,-5,-40,VIIF,29E4,NULL,02-Mar,NULL,SW ,3195,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NEW,NULL,NULL,NULL,660,MONOFILAMENT,0.9,0.5,NULL,660,NULL,NULL,NULL,NULL,NULL,NULL,660,NULL,NULL,355,5.5,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
