TripIdentifier,HaulNo,SFSGear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,TowDurationMin,TowCorrectionMin,BaitTypeId,CetaceanMitigationDeviceId,ChainMat,CodEndMeshMm,CodEndTwineConstructionId,CodEndTwineDiameterMm,CombinedBeamLengthM,CombinedFishingLineLengthM,NetConditionId,DoorSpreadM,EntranceSizeMm,WingSpreadM,FootRopeLengthM,GillnetTwineConstructionId,GillnetTwineDiameterMm,HangingRatio,HeadRopeLengthM,HookSizeId,IndividualBeamLengthM,InnerMeshSizeMm,InnerTwineDiameterMm,LengthOfFishingLineM,LengthOfStringM,LengthOfTierOrFleetM,MeshSizeInDiamondPanelMm,MeshSizeInSqualreMeshPanelMm,MeshSizeMm,MeshesDeepInnerOnlyNet,MeshesDeepOuterNet,NetOpeningM,NumberOfDredgesPerBeam,NumberOfHooksInString,NumberOfLines,NumberOfNetsInTier,NumberOfPotsInString,NumberOfPotsSampled,NumberOfTeethOnSingleDredge,NumberOfTicklerChains,OuterMeshSizeMm,OuterTwineDiameterMm,RingDiameterMm,SelectivityDeviceId,SpreadBetweenVesselEstimateM,SweepLengthM,TicklerCountId,TotalNumberOfDredgesUsed,VeilMeshSizeMm,WarpDensityKgPerM,WarpDiameterMm,WarpLengthM,WidthOfIndividualDredgeM,WingSpreadM,CHECK
LS123GN,1,10,Gill Net,25/09/2023,13:10:00,29,50,37,-3,-4,26/09/2023,3,13:10:00,29,50,37,-3,-21,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,2,10,Gill Net,25/09/2023,13:25:00,29,50,37,-3,-29,26/09/2023,3,13:25:00,29,50,37,-3,-40,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,3,10,Gill Net,25/09/2023,13:40:00,29,50,37,-3,-4,26/09/2023,3,13:40:00,29,50,37,-3,-17,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,4,10,Gill Net,25/09/2023,12:55:00,29,50,37,-3,-27,26/09/2023,3,13:55:00,29,50,37,-3,-30,VIIe,30E6,1500,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,5,10,Gill Net,25/09/2023,14:10:00,29,50,37,-3,-42,26/09/2023,3,14:10:00,29,50,37,-3,-59,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,6,10,Gill Net,25/09/2023,14:25:00,29,50,37,-3,-6,26/09/2023,3,14:25:00,29,50,37,-3,-22,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,7,10,Gill Net,25/09/2023,14:40:00,29,50,36,-3,-27,26/09/2023,3,14:40:00,29,50,37,-3,-50,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,8,10,Gill Net,25/09/2023,14:55:00,29,50,36,-3,-20,26/09/2023,3,14:55:00,29,50,36,-3,-28,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,9,10,Gill Net,25/09/2023,15:10:00,29,50,36,-3,-42,26/09/2023,3,15:10:00,29,50,36,-3,-58,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,10,10,Gill Net,26/09/2023,15:25:00,29,50,36,-3,-10,26/09/2023,3,15:25:00,29,50,36,-3,-30,VIIe,30E6,0,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS123GN,11,10,Gill Net,25/09/2023,15:40:00,29,50,36,-3,-35,26/09/2023,3,15:40:00,29,50,36,-3,-52,VIIe,30E6,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800,2,0.4,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,133,8.5,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS323OT,1,24,Otter Trawl Unspecified,07/10/2023,05:55:00,35,50,37,-2,-54,07/10/2023,4,08:55:00,35,50,36,-2,-42,VIIe,30E7,180,0,NULL,NULL,NULL,100,6,4,NULL,NULL,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
LS323OT,2,24,Otter Trawl Unspecified,07/10/2023,09:05:00,35,50,36,-2,-43,07/10/2023,4,12:05:00,35,50,35,-2,-54,VIIe,30E7,180,0,NULL,NULL,NULL,100,6,4,NULL,NULL,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,1,22,Nephrops Otter Trawl,16/05/2023,12:00:00,25,54,42,-4,-3,16/05/2023,2,16:00:00,28,54,43,-4,-9,VIIa,38E5,240,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,2,22,Nephrops Otter Trawl,16/05/2023,16:30:00,25,54,43,-4,-9,16/05/2023,2,21:30:00,36,54,42,-4,-3,VIIa,38E5,300,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,3,22,Nephrops Otter Trawl,17/05/2023,05:00:00,36.5,54,17,-3,-47,17/05/2023,2,09:39:00,40,54,16,-3,-41,VIIa,37E6,279,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,4,22,Nephrops Otter Trawl,17/05/2023,10:20:00,39,54,16,-3,-41,17/05/2023,2,16:48:00,31,54,18,-3,-41,VIIa,37E6,388,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,6,22,Nephrops Otter Trawl,17/05/2023,22:30:00,33,54,12,-3,-33,18/05/2023,2,05:00:00,26,54,18,-3,-37,VIIa,37E6,390,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,7,22,Nephrops Otter Trawl,18/05/2023,05:30:00,26,54,18,-3,-37,18/05/2023,2,11:30:00,40,54,19,-3,-43,VIIa,37E6,360,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT223NT,8,22,Nephrops Otter Trawl,18/05/2023,12:00:00,40,54,19,-3,-43,18/05/2023,2,17:00:00,23,54,22,-3,-38,VIIa,37E6,300,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,45.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,1,22,Nephrops Otter Trawl,09/08/2023,07:18:00,28,54,25,-3,-43,09/08/2023,3,12:28:00,29.8,54,9,-3,-42,VIIa,37E6,310,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,2,22,Nephrops Otter Trawl,09/08/2023,13:00:00,30,54,9,-3,-42,09/08/2023,3,17:30:00,34,54,18,-3,-39,VIIa,37E6,270,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,4,22,Nephrops Otter Trawl,10/08/2023,00:15:00,34,54,22,-3,-40,10/08/2023,3,05:55:00,30.1,54,21,-3,-43,VIIa,37E6,340,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,5,22,Nephrops Otter Trawl,10/08/2023,06:15:00,30.1,54,21,-3,-43,10/08/2023,3,12:14:00,32.7,54,21,-3,-44,VIIa,37E6,359,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,6,22,Nephrops Otter Trawl,10/08/2023,12:45:00,32.7,54,21,-3,-44,10/08/2023,3,17:28:00,32.7,54,19,-3,-39,VIIa,37E6,283,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MT323NT,7,22,Nephrops Otter Trawl,10/08/2023,17:35:00,32.7,54,19,-3,-39,11/08/2023,3,00:00:00,26.3,54,22,-3,-41,VIIa,37E6,385,0,NULL,NULL,NULL,80,8,5,NULL,NULL,NULL,39.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,1,2,Beam Trawl Unspecified,03/11/2023,21:30:00,95,49,26,-5,-1,03/11/2023,4,23:45:00,90,49,35,-4,-54,VIIh,27E4,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,2,2,Beam Trawl Unspecified,04/11/2023,10:00:00,82,49,49,-4,-29,04/11/2023,4,12:15:00,82,49,46,-4,-37,VIIe,28E5,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,3,2,Beam Trawl Unspecified,05/11/2023,08:30:00,77,49,46,-4,-26,05/11/2023,4,10:45:00,80,49,45,-4,-37,VIIe,28E5,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,4,2,Beam Trawl Unspecified,06/11/2023,09:30:00,88,49,43,-5,-14,06/11/2023,4,11:45:00,91,49,35,-5,-9,VIIe,28E4,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,5,2,Beam Trawl Unspecified,06/11/2023,22:00:00,86,49,42,-5,-18,07/11/2023,4,00:30:00,91,49,35,-5,-8,VIIe,28E4,150,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,6,2,Beam Trawl Unspecified,07/11/2023,20:30:00,95,49,34,-5,-33,07/11/2023,4,22:45:00,99,49,35,-5,-36,VIIe,28E4,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,7,2,Beam Trawl Unspecified,08/11/2023,19:00:00,80,49,53,-4,-49,08/11/2023,4,21:15:00,73,50,1,-4,-41,VIIe,28E5,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN1023BT,8,2,Beam Trawl Unspecified,08/11/2023,21:30:00,71,50,1,-4,-39,08/11/2023,4,23:45:00,79,49,54,-4,-48,VIIe,29E5,135,0,NULL,NULL,1,80,6,5,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN723GN,1,41,Trammel Net,18/08/2023,15:00:00,64,50,29,-5,-39,24/08/2023,3,08:30:00,64,50,28,-5,-47,VIIf,29E4,8250,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,7200,2,0.65,0.5,7200,NULL,NULL,265,NULL,NULL,NULL,7200,NULL,NULL,NULL,12,2.5,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,910,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN723GN,2,41,Trammel Net,18/08/2023,16:00:00,64,50,28,-5,-46,24/08/2023,3,11:30:00,64,50,31,-5,-40,VIIf,29E4,8370,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0.65,0.5,7200,NULL,NULL,265,NULL,NULL,NULL,7200,NULL,NULL,NULL,12,2.5,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,910,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,7,2,Beam Trawl Unspecified,02/09/2023,14:15:00,111,49,17,-6,-26,02/09/2023,3,16:30:00,115,49,20,-6,-33,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,8,2,Beam Trawl Unspecified,02/09/2023,16:45:00,115,49,21,-6,-31,02/09/2023,3,19:00:00,115,49,21,-6,-17,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,9,2,Beam Trawl Unspecified,02/09/2023,19:15:00,115,49,21,-6,-15,02/09/2023,3,21:30:00,106,49,24,-6,-2,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,14,2,Beam Trawl Unspecified,03/09/2023,08:00:00,106,49,25,-6,0,03/09/2023,3,10:15:00,106,49,25,-5,-59,VIIh,27E4,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,15,2,Beam Trawl Unspecified,03/09/2023,10:30:00,106,49,24,-5,-59,03/09/2023,3,12:45:00,106,49,24,-6,-14,VIIh,27E4,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,16,2,Beam Trawl Unspecified,03/09/2023,13:00:00,108,49,23,-6,-15,03/09/2023,3,15:15:00,109,49,24,-6,-29,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,18,2,Beam Trawl Unspecified,03/09/2023,18:15:00,112,49,24,-6,-20,03/09/2023,3,20:30:00,110,49,22,-6,-6,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,19,2,Beam Trawl Unspecified,03/09/2023,20:45:00,110,49,22,-6,-6,03/09/2023,3,23:00:00,108,49,24,-6,-20,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,20,2,Beam Trawl Unspecified,03/09/2023,23:15:00,108,49,24,-6,-21,04/09/2023,3,01:30:00,112,49,23,-6,-37,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,23,2,Beam Trawl Unspecified,04/09/2023,07:00:00,113,49,24,-6,-31,04/09/2023,3,09:15:00,112,49,24,-6,-19,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
